id,year,team1,score1,score2,team2,Play Off Game?,Home Odds,Draw Odds,Away Odds,Bookmakers Surveyed,Date,Kick-off (local)
773,2010,Brisbane Roar,2,2,Gold Coast,N,1.87,3.25,4.06,11,26-Dec-10,18:15
774,2010,Central Coast Mariners,2,0,Adelaide Utd,N,2,3.27,3.52,11,26-Dec-10,17:00
775,2010,Sydney FC,0,1,Melbourne City,N,1.99,3.28,3.54,11,23-Dec-10,19:00
776,2010,Perth Glory,4,2,Adelaide Utd,N,3.44,3.25,2.03,11,22-Dec-10,19:00
777,2010,Central Coast Mariners,1,0,North Queensland,N,1.48,3.93,6.17,11,22-Dec-10,19:30
778,2010,North Queensland,0,2,Brisbane Roar,N,4.52,3.5,1.72,11,18-Dec-10,20:15
779,2010,Melbourne Victory,2,0,Perth Glory,N,1.51,3.88,5.79,11,18-Dec-10,19:00
780,2010,Wellington Phoenix,4,0,Newcastle Jets,N,2.1,3.27,3.26,11,18-Dec-10,19:00
781,2010,Adelaide Utd,1,2,Melbourne City,N,1.37,4.36,7.61,11,17-Dec-10,19:30
782,2010,North Queensland,1,0,Sydney FC,N,2.86,3.28,2.29,11,15-Dec-10,20:00
783,2010,Newcastle Jets,2,0,Gold Coast,N,2.33,3.22,2.85,11,15-Dec-10,19:00
784,2010,Perth Glory,1,1,Central Coast Mariners,N,3.4,3.43,1.95,11,12-Dec-10,17:00
785,2010,Sydney FC,0,1,Brisbane Roar,N,3.22,3.34,2.08,11,12-Dec-10,17:00
786,2010,Gold Coast,2,0,Wellington Phoenix,N,1.6,3.72,5.14,11,11-Dec-10,20:15
787,2010,Melbourne City,1,3,Melbourne Victory,N,3.07,3.27,2.18,11,11-Dec-10,19:00
788,2010,Adelaide Utd,2,0,North Queensland,N,1.43,4.12,6.74,11,10-Dec-10,19:30
789,2010,Melbourne City,0,2,Newcastle Jets,N,2.2,3.25,3.05,11,08-Dec-10,19:00
790,2010,Gold Coast,3,0,Melbourne City,N,1.85,3.44,3.86,11,05-Dec-10,16:00
791,2010,Wellington Phoenix,2,1,Adelaide Utd,N,2.99,3.26,2.23,11,05-Dec-10,17:00
792,2010,North Queensland,0,2,Newcastle Jets,N,2.34,3.2,2.84,11,04-Dec-10,20:15
793,2010,Central Coast Mariners,4,0,Sydney FC,N,2.19,3.27,3.04,11,04-Dec-10,19:00
794,2010,Melbourne Victory,3,3,Brisbane Roar,N,2.84,3.24,2.32,11,03-Dec-10,20:00
795,2010,Gold Coast,1,2,North Queensland,N,1.54,3.73,5.67,11,01-Dec-10,20:00
796,2010,Sydney FC,3,1,Wellington Phoenix,N,1.69,3.54,4.66,11,01-Dec-10,19:00
797,2010,North Queensland,1,1,Perth Glory,N,1.94,3.39,3.63,11,28-Nov-10,17:00
798,2010,Central Coast Mariners,1,5,Brisbane Roar,N,2.57,3.16,2.59,11,28-Nov-10,16:00
799,2010,Melbourne City,0,0,Sydney FC,N,2.24,3.21,3.01,11,27-Nov-10,20:15
800,2010,Wellington Phoenix,2,2,Melbourne Victory,N,2.46,3.19,2.69,11,27-Nov-10,18:00
801,2010,Adelaide Utd,2,1,Gold Coast,N,2.27,3.19,2.95,11,26-Nov-10,19:30
802,2010,Brisbane Roar,3,2,Perth Glory,N,1.44,4.04,6.76,11,24-Nov-10,20:00
803,2010,Newcastle Jets,1,1,Central Coast Mariners,N,2.51,3.12,2.68,11,24-Nov-10,19:00
804,2010,Wellington Phoenix,2,0,Melbourne City,N,2.23,3.23,3.02,11,24-Nov-10,19:00
805,2010,Central Coast Mariners,2,3,Gold Coast,N,2.38,3.15,2.85,11,21-Nov-10,17:00
806,2010,Sydney FC,2,0,Perth Glory,N,1.88,3.34,3.84,11,21-Nov-10,15:00
807,2010,Brisbane Roar,1,1,North Queensland,N,1.45,4.01,6.6,11,20-Nov-10,20:15
808,2010,Newcastle Jets,1,0,Wellington Phoenix,N,1.95,3.27,3.64,11,20-Nov-10,19:00
809,2010,Melbourne City,0,2,Adelaide Utd,N,2.34,3.2,2.83,11,19-Nov-10,20:00
810,2010,Melbourne Victory,2,2,Central Coast Mariners,N,2.36,3.18,2.83,11,18-Nov-10,19:30
811,2010,Newcastle Jets,1,1,Brisbane Roar,N,3.43,3.25,2.04,11,17-Nov-10,19:30
812,2010,Perth Glory,3,1,Melbourne Victory,N,2.8,3.2,2.39,10,14-Nov-10,16:00
813,2010,Melbourne City,1,2,Brisbane Roar,N,3.09,3.22,2.19,10,14-Nov-10,17:00
814,2010,Newcastle Jets,3,1,Adelaide Utd,N,3.02,3.22,2.23,10,13-Nov-10,19:45
815,2010,Wellington Phoenix,0,3,Central Coast Mariners,N,2.36,3.17,2.84,10,13-Nov-10,19:30
816,2010,Gold Coast,3,1,Sydney FC,N,1.96,3.25,3.68,10,12-Nov-10,19:30
817,2010,North Queensland,2,3,Melbourne City,N,2.53,3.16,2.65,9,10-Nov-10,20:00
818,2010,Adelaide Utd,2,0,Perth Glory,N,1.57,3.69,5.52,9,10-Nov-10,18:30
819,2010,Perth Glory,0,1,Wellington Phoenix,N,2.11,3.27,3.27,10,07-Nov-10,16:00
820,2010,Sydney FC,1,0,Newcastle Jets,N,1.82,3.39,4.1,10,07-Nov-10,17:00
821,2010,Brisbane Roar,4,0,Adelaide Utd,N,2.18,3.28,3.09,10,06-Nov-10,20:15
822,2010,Melbourne Victory,0,1,Gold Coast,N,2.13,3.26,3.22,10,06-Nov-10,19:00
823,2010,North Queensland,0,1,Central Coast Mariners,N,2.68,3.21,2.47,10,05-Nov-10,19:30
824,2010,Perth Glory,0,0,Melbourne City,N,2.46,3.2,2.7,10,03-Nov-10,19:00
825,2010,Wellington Phoenix,1,4,Brisbane Roar,N,2.55,3.18,2.61,10,03-Nov-10,19:30
826,2010,North Queensland,1,2,Gold Coast,N,2.57,3.17,2.6,10,31-Oct-10,17:00
827,2010,Newcastle Jets,0,2,Melbourne City,N,2.33,3.17,2.89,10,31-Oct-10,15:00
828,2010,Central Coast Mariners,5,0,Perth Glory,N,1.97,3.28,3.59,10,30-Oct-10,19:30
829,2010,Sydney FC,1,1,Brisbane Roar,N,2.36,3.15,2.88,10,30-Oct-10,17:15
830,2010,Melbourne Victory,2,1,Adelaide Utd,N,2.43,3.18,2.74,10,29-Oct-10,20:00
831,2010,Perth Glory,0,3,Sydney FC,N,2.21,3.23,3.07,10,24-Oct-10,16:00
832,2010,Brisbane Roar,2,1,Melbourne Victory,N,2.12,3.26,3.24,10,23-Oct-10,20:15
833,2010,Melbourne City,0,0,Gold Coast,N,2.43,3.18,2.74,10,23-Oct-10,19:00
834,2010,Adelaide Utd,3,0,Wellington Phoenix,N,1.57,3.74,5.4,10,22-Oct-10,19:30
835,2010,Brisbane Roar,2,0,Central Coast Mariners,N,2.2,3.21,3.09,10,20-Oct-10,19:00
836,2010,Gold Coast,0,0,Adelaide Utd,N,2.48,3.12,2.74,10,17-Oct-10,16:00
837,2010,Wellington Phoenix,2,2,Melbourne City,N,1.92,3.35,3.73,10,17-Oct-10,17:00
838,2010,Brisbane Roar,1,1,Newcastle Jets,N,1.75,3.41,4.42,10,16-Oct-10,19:45
839,2010,Melbourne Victory,3,0,Sydney FC,N,2.15,3.24,3.18,10,16-Oct-10,18:45
840,2010,North Queensland,2,1,Perth Glory,N,2.41,3.19,2.78,10,15-Oct-10,19:30
841,2010,Melbourne City,2,1,Melbourne Victory,N,2.94,3.14,2.33,10,08-Oct-10,19:30
842,2010,Sydney FC,1,2,Adelaide Utd,N,2.8,3.21,2.37,10,04-Oct-10,17:00
843,2010,Perth Glory,1,2,Brisbane Roar,N,2.13,3.2,3.25,10,03-Oct-10,17:00
844,2010,Central Coast Mariners,3,2,North Queensland,N,1.76,3.38,4.41,10,02-Oct-10,17:15
845,2010,Gold Coast,3,1,Wellington Phoenix,N,2.12,3.18,3.29,10,01-Oct-10,20:00
846,2010,Sydney FC,1,1,North Queensland,N,1.87,3.33,3.92,10,29-Sep-10,19:30
847,2010,Sydney FC,1,1,Gold Coast,N,2.18,3.22,3.14,10,26-Sep-10,15:00
848,2010,Newcastle Jets,0,0,Melbourne Victory,N,2.5,3.15,2.7,10,25-Sep-10,19:30
849,2010,Brisbane Roar,4,0,Melbourne City,N,2.07,3.25,3.4,10,25-Sep-10,17:15
850,2010,Adelaide Utd,2,0,Perth Glory,N,2.14,3.29,3.15,10,24-Sep-10,19:30
851,2010,Wellington Phoenix,2,1,North Queensland,N,1.8,3.39,4.22,10,24-Sep-10,19:30
852,2010,Gold Coast,1,0,Newcastle Jets,N,1.95,3.27,3.68,10,22-Sep-10,19:30
853,2010,Gold Coast,0,0,Central Coast Mariners,N,2.16,3.22,3.17,10,19-Sep-10,17:00
854,2010,Melbourne City,2,1,Wellington Phoenix,N,2.23,3.2,3.05,10,19-Sep-10,15:00
855,2010,Brisbane Roar,1,1,Adelaide Utd,N,2.61,3.18,2.56,10,18-Sep-10,19:30
856,2010,North Queensland,0,0,Melbourne Victory,N,2.66,3.19,2.5,10,18-Sep-10,17:15
857,2010,Newcastle Jets,2,0,Perth Glory,N,2.74,3.19,2.43,10,17-Sep-10,20:00
858,2010,Melbourne Victory,0,0,Wellington Phoenix,N,1.92,3.32,3.8,9,15-Sep-10,19:30
859,2010,Perth Glory,0,1,Gold Coast,N,1.88,3.36,3.84,10,12-Sep-10,15:00
860,2010,Melbourne Victory,3,0,Brisbane Roar,N,2.15,3.21,3.18,10,12-Sep-10,15:00
861,2010,Adelaide Utd,2,1,Newcastle Jets,N,1.7,3.51,4.59,10,11-Sep-10,19:00
862,2010,Wellington Phoenix,2,1,Sydney FC,N,2.1,3.23,3.29,10,11-Sep-10,19:15
863,2010,Central Coast Mariners,1,0,Melbourne City,N,2.1,3.24,3.29,10,10-Sep-10,20:00
864,2010,Perth Glory,2,1,Wellington Phoenix,N,1.85,3.3,4.04,10,05-Sep-10,15:00
865,2010,Newcastle Jets,0,0,Brisbane Roar,N,2.49,3.14,2.69,10,05-Sep-10,15:00
866,2010,Sydney FC,1,3,Adelaide Utd,N,2.08,3.26,3.39,10,04-Sep-10,19:30
867,2010,Melbourne City,1,0,North Queensland,N,2.22,3.26,3.04,10,04-Sep-10,17:15
868,2010,Central Coast Mariners,2,0,Melbourne Victory,N,2.7,3.17,2.48,10,03-Sep-10,20:00
869,2010,Melbourne City,2,2,Perth Glory,N,2.75,3.18,2.44,9,29-Aug-10,17:00
870,2010,Gold Coast,0,1,Melbourne Victory,N,2.39,3.2,2.79,10,29-Aug-10,15:00
871,2010,Sydney FC,1,1,Central Coast Mariners,N,1.94,3.29,3.67,10,28-Aug-10,19:30
872,2010,North Queensland,2,3,Adelaide Utd,N,2.38,3.19,2.8,10,28-Aug-10,17:15
873,2010,Brisbane Roar,1,0,Wellington Phoenix,N,2.28,3.2,2.97,10,27-Aug-10,20:00
874,2010,Melbourne Victory,2,2,North Queensland,N,1.75,3.46,4.33,10,22-Aug-10,15:00
875,2010,Wellington Phoenix,2,0,Central Coast Mariners,N,1.94,3.28,3.71,10,22-Aug-10,15:00
876,2010,Brisbane Roar,1,0,Sydney FC,N,2.79,3.18,2.4,10,21-Aug-10,19:30
877,2010,Perth Glory,1,0,Newcastle Jets,N,1.77,3.42,4.31,10,21-Aug-10,15:15
878,2010,Adelaide Utd,3,2,Melbourne City,N,2.13,3.21,3.27,9,20-Aug-10,19:30
879,2010,Central Coast Mariners,1,1,Adelaide Utd,N,2.1,3.21,3.29,10,15-Aug-10,15:00
880,2010,Melbourne Victory,0,2,Perth Glory,N,1.87,3.36,3.85,10,14-Aug-10,19:30
881,2010,North Queensland,2,1,Sydney FC,N,3.16,3.24,2.15,10,14-Aug-10,17:15
882,2010,Newcastle Jets,1,1,Melbourne City,N,2.18,3.27,3.11,8,13-Aug-10,20:00
883,2010,Wellington Phoenix,3,3,Gold Coast,N,2.22,3.27,2.99,9,13-Aug-10,19:30
884,2010,Gold Coast,0,0,Brisbane Roar,N,1.83,3.39,4,9,08-Aug-10,15:00
885,2010,Sydney FC,3,3,Melbourne Victory,N,2.04,3.25,3.38,9,07-Aug-10,20:00
886,2010,Perth Glory,3,3,North Queensland,N,1.61,3.6,5.18,10,06-Aug-10,20:00
887,2010,Adelaide Utd,0,0,Newcastle Jets,N,2.14,3.27,3.15,10,06-Aug-10,19:30
888,2010,Melbourne City,0,1,Central Coast Mariners,N,2.17,3.22,3.18,6,05-Aug-10,19:30
889,2010,Melbourne Victory,1,1,Sydney FC,Y,2.18,3.27,3.17,7,20-Mar-10,19:00
890,2010,Sydney FC,4,2,Wellington Phoenix,Y,1.8,3.4,4.21,8,13-Mar-10,20:30
891,2010,Sydney FC,2,1,Melbourne Victory,Y,2.27,3.23,3.05,8,07-Mar-10,17:00
892,2010,Wellington Phoenix,1,1,Newcastle Jets,Y,2.06,3.24,3.46,9,07-Mar-10,16:00
893,2010,Wellington Phoenix,1,1,Perth Glory,Y,2.02,3.3,3.55,7,21-Feb-10,17:00
894,2010,Gold Coast,0,0,Newcastle Jets,Y,1.56,3.72,5.64,8,20-Feb-10,19:00
895,2010,Melbourne Victory,2,1,Sydney FC,Y,2.28,3.22,3.01,8,18-Feb-10,20:00
896,2010,Sydney FC,2,0,Melbourne Victory,N,2.35,3.21,2.86,8,14-Feb-10,17:00
897,2010,North Queensland,2,1,Gold Coast,N,3.82,3.34,1.9,9,13-Feb-10,20:00
898,2010,Perth Glory,2,0,Brisbane Roar,N,1.81,3.41,4.16,8,13-Feb-10,16:00
899,2010,Newcastle Jets,1,2,Adelaide Utd,N,2.13,3.24,3.29,9,12-Feb-10,20:00
900,2010,Wellington Phoenix,3,0,Central Coast Mariners,N,1.71,3.47,4.74,9,12-Feb-10,19:30
901,2010,Central Coast Mariners,3,0,Newcastle Jets,N,2.78,3.14,2.44,9,08-Feb-10,19:30
902,2010,Gold Coast,0,1,Wellington Phoenix,N,1.55,3.76,5.7,9,07-Feb-10,18:00
903,2010,Sydney FC,3,2,Perth Glory,N,1.65,3.61,4.86,9,07-Feb-10,17:00
904,2010,Adelaide Utd,2,0,Brisbane Roar,N,2.47,3.16,2.7,9,06-Feb-10,19:30
905,2010,Melbourne Victory,2,0,North Queensland,N,1.41,4.24,7.05,9,05-Feb-10,20:00
906,2010,North Queensland,2,1,Newcastle Jets,N,2.83,3.21,2.36,9,02-Feb-10,19:30
907,2010,Perth Glory,3,1,Central Coast Mariners,N,2.04,3.24,3.46,9,31-Jan-10,16:00
908,2010,Brisbane Roar,1,0,Sydney FC,N,3.09,3.28,2.18,9,30-Jan-10,18:00
909,2010,Wellington Phoenix,1,0,Adelaide Utd,N,1.87,3.34,3.98,9,30-Jan-10,19:00
910,2010,Gold Coast,1,0,Melbourne Victory,N,2.34,3.27,2.82,9,29-Jan-10,19:30
911,2010,Melbourne Victory,4,0,Wellington Phoenix,N,1.57,3.78,5.41,8,26-Jan-10,18:00
912,2010,Newcastle Jets,1,3,Sydney FC,N,2.75,3.24,2.41,9,24-Jan-10,17:00
913,2010,North Queensland,1,1,Brisbane Roar,N,2.26,3.23,3,9,23-Jan-10,20:00
914,2010,Melbourne Victory,2,0,Adelaide Utd,N,1.43,4.08,6.79,9,23-Jan-10,19:00
915,2010,Perth Glory,2,0,Wellington Phoenix,N,2.26,3.3,2.95,8,22-Jan-10,19:00
916,2010,Central Coast Mariners,1,1,Gold Coast,N,3.17,3.26,2.17,8,22-Jan-10,20:00
917,2010,Adelaide Utd,2,3,Perth Glory,N,1.99,3.29,3.59,8,19-Jan-10,19:30
918,2010,Sydney FC,0,1,Gold Coast,N,1.98,3.33,3.57,8,17-Jan-10,17:00
919,2010,Brisbane Roar,0,2,Newcastle Jets,N,2.37,3.28,2.78,8,16-Jan-10,20:00
920,2010,Melbourne Victory,6,2,Perth Glory,N,1.68,3.5,4.86,8,16-Jan-10,19:00
921,2010,Adelaide Utd,1,1,Central Coast Mariners,N,2.35,3.22,2.85,8,15-Jan-10,19:30
922,2010,Wellington Phoenix,3,0,North Queensland,N,1.76,3.48,4.3,8,15-Jan-10,19:30
923,2010,Gold Coast,2,0,Newcastle Jets,N,1.95,3.35,3.65,8,13-Jan-10,19:30
924,2010,Perth Glory,0,0,Sydney FC,N,2.83,3.22,2.36,8,10-Jan-10,16:00
925,2010,Newcastle Jets,3,2,Melbourne Victory,N,2.77,3.24,2.42,8,10-Jan-10,17:00
926,2010,Gold Coast,1,1,Adelaide Utd,N,1.63,3.6,5.18,8,09-Jan-10,20:00
927,2010,Central Coast Mariners,1,1,North Queensland,N,1.89,3.36,3.85,8,09-Jan-10,19:00
928,2010,Wellington Phoenix,3,1,Brisbane Roar,N,2.12,3.23,3.26,8,09-Jan-10,19:00
929,2009,Central Coast Mariners,0,2,Wellington Phoenix,N,2.03,3.22,3.51,8,31-Dec-09,18:00
930,2009,North Queensland,1,0,Melbourne Victory,N,3.84,3.38,1.89,8,27-Dec-09,20:00
931,2009,Sydney FC,1,0,Adelaide Utd,N,1.67,3.59,4.8,8,27-Dec-09,19:00
932,2009,Perth Glory,4,0,Newcastle Jets,N,2.33,3.25,2.87,8,26-Dec-09,17:00
933,2009,Gold Coast,5,1,Brisbane Roar,N,2.01,3.25,3.57,8,26-Dec-09,17:00
934,2009,Sydney FC,1,0,Central Coast Mariners,N,1.88,3.34,3.89,8,23-Dec-09,19:30
935,2009,Gold Coast,2,0,Perth Glory,N,2.02,3.31,3.45,8,20-Dec-09,18:00
936,2009,Newcastle Jets,3,2,North Queensland,N,1.84,3.44,4,8,20-Dec-09,17:00
937,2009,Melbourne Victory,0,0,Sydney FC,N,2.19,3.26,3.1,8,19-Dec-09,20:00
938,2009,Central Coast Mariners,2,3,Brisbane Roar,N,2.04,3.28,3.43,8,19-Dec-09,18:00
939,2009,Adelaide Utd,1,1,Wellington Phoenix,N,2.06,3.26,3.41,8,18-Dec-09,19:30
940,2009,Brisbane Roar,2,0,North Queensland,N,2.09,3.28,3.26,8,16-Dec-09,19:30
941,2009,Newcastle Jets,3,2,Gold Coast,N,2.42,3.24,2.74,8,13-Dec-09,17:00
942,2009,Brisbane Roar,0,1,Adelaide Utd,N,2.09,3.23,3.36,8,12-Dec-09,20:00
943,2009,Central Coast Mariners,0,3,Melbourne Victory,N,2.5,3.23,2.65,8,12-Dec-09,19:00
944,2009,Wellington Phoenix,0,1,Sydney FC,N,2.67,3.17,2.51,8,12-Dec-09,19:00
945,2009,North Queensland,1,0,Perth Glory,N,2.6,3.23,2.55,8,11-Dec-09,19:30
946,2009,Perth Glory,1,1,Brisbane Roar,N,2.23,3.23,3.04,8,06-Dec-09,16:00
947,2009,Gold Coast,2,1,Central Coast Mariners,N,2.31,3.24,2.91,8,05-Dec-09,20:00
948,2009,Sydney FC,4,1,North Queensland,N,1.73,3.46,4.58,8,05-Dec-09,19:00
949,2009,Adelaide Utd,0,2,Newcastle Jets,N,2.17,3.2,3.17,8,04-Dec-09,19:30
950,2009,Wellington Phoenix,1,1,Melbourne Victory,N,2.91,3.23,2.32,8,04-Dec-09,19:30
951,2009,Brisbane Roar,4,1,Wellington Phoenix,N,2.21,3.2,3.09,9,29-Nov-09,18:00
952,2009,Sydney FC,1,3,Newcastle Jets,N,1.59,3.64,5.35,9,29-Nov-09,17:00
953,2009,North Queensland,2,1,Adelaide Utd,N,2.6,3.16,2.58,9,28-Nov-09,20:00
954,2009,Melbourne Victory,4,0,Gold Coast,N,1.98,3.3,3.57,9,28-Nov-09,19:00
955,2009,Central Coast Mariners,0,0,Perth Glory,N,1.98,3.3,3.55,9,27-Nov-09,20:00
956,2009,Perth Glory,2,0,Sydney FC,N,2.5,3.2,2.66,9,22-Nov-09,16:00
957,2009,Newcastle Jets,0,1,Wellington Phoenix,N,2.17,3.25,3.1,9,22-Nov-09,17:00
958,2009,North Queensland,1,5,Central Coast Mariners,N,2.58,3.19,2.57,9,21-Nov-09,20:00
959,2009,Brisbane Roar,0,1,Melbourne Victory,N,2.7,3.26,2.46,8,21-Nov-09,18:00
960,2009,Adelaide Utd,1,1,Gold Coast,N,2.48,3.23,2.65,9,20-Nov-09,19:30
961,2009,Newcastle Jets,2,0,North Queensland,N,2.28,3.24,2.95,9,08-Nov-09,17:00
962,2009,Wellington Phoenix,1,1,Perth Glory,N,2.29,3.23,2.96,9,08-Nov-09,17:00
963,2009,Gold Coast,1,0,Sydney FC,N,2.39,3.25,2.74,9,07-Nov-09,20:00
964,2009,Melbourne Victory,0,4,Central Coast Mariners,N,1.77,3.33,4.47,9,07-Nov-09,19:00
965,2009,Adelaide Utd,0,2,Brisbane Roar,N,2.06,3.26,3.44,8,06-Nov-09,19:30
966,2009,Wellington Phoenix,3,0,Newcastle Jets,N,2.15,3.24,3.21,8,04-Nov-09,20:00
967,2009,Perth Glory,1,2,Melbourne Victory,N,2.39,3.24,2.76,9,01-Nov-09,16:00
968,2009,Sydney FC,3,1,Wellington Phoenix,N,1.79,3.39,4.34,9,01-Nov-09,17:00
969,2009,Gold Coast,0,2,North Queensland,N,1.73,3.45,4.62,9,31-Oct-09,20:00
970,2009,Central Coast Mariners,0,0,Adelaide Utd,N,2.49,3.22,2.66,9,31-Oct-09,19:00
971,2009,Brisbane Roar,1,1,Newcastle Jets,N,2.09,3.25,3.31,9,30-Oct-09,19:30
972,2009,Sydney FC,2,1,Brisbane Roar,N,1.81,3.35,4.2,9,25-Oct-09,17:00
973,2009,Wellington Phoenix,6,0,Gold Coast,N,3.02,3.24,2.24,9,25-Oct-09,17:00
974,2009,North Queensland,2,1,Perth Glory,N,2.71,3.21,2.43,9,24-Oct-09,19:30
975,2009,Melbourne Victory,3,1,Adelaide Utd,N,1.83,3.32,4.1,9,24-Oct-09,18:30
976,2009,Newcastle Jets,2,1,Central Coast Mariners,N,2.55,3.17,2.62,9,23-Oct-09,20:00
977,2009,Gold Coast,2,1,Perth Glory,N,1.83,3.37,4.04,9,18-Oct-09,16:00
978,2009,Newcastle Jets,1,3,Melbourne Victory,N,2.74,3.2,2.44,9,18-Oct-09,15:00
979,2009,North Queensland,1,1,Wellington Phoenix,N,2.28,3.21,2.94,9,17-Oct-09,19:30
980,2009,Brisbane Roar,0,3,Central Coast Mariners,N,2.25,3.26,2.95,9,17-Oct-09,17:30
981,2009,Adelaide Utd,2,1,Sydney FC,N,2.72,3.18,2.46,9,16-Oct-09,19:30
982,2009,Brisbane Roar,0,1,Gold Coast,N,2.56,3.19,2.59,9,11-Oct-09,16:00
983,2009,Central Coast Mariners,1,1,North Queensland,N,1.68,3.5,4.84,9,11-Oct-09,15:00
984,2009,Perth Glory,1,0,Adelaide Utd,N,2.24,3.15,3.07,9,09-Oct-09,19:00
985,2009,Melbourne Victory,0,3,Sydney FC,N,2.05,3.23,3.42,9,09-Oct-09,20:00
986,2009,Adelaide Utd,1,1,Newcastle Jets,N,1.97,3.24,3.56,9,05-Oct-09,16:30
987,2009,Sydney FC,1,0,Central Coast Mariners,N,2.1,3.21,3.25,9,05-Oct-09,15:00
988,2009,Melbourne Victory,2,1,Brisbane Roar,N,2.06,3.25,3.29,9,03-Oct-09,19:30
989,2009,Perth Glory,1,1,North Queensland,N,1.67,3.45,4.73,9,03-Oct-09,15:30
990,2009,Gold Coast,0,0,Wellington Phoenix,N,1.46,3.92,6.67,9,02-Oct-09,20:00
991,2009,North Queensland,0,2,Adelaide Utd,N,2.52,3.18,2.63,9,27-Sep-09,17:00
992,2009,Brisbane Roar,1,0,Sydney FC,N,2.34,3.23,2.82,8,27-Sep-09,15:00
993,2009,Wellington Phoenix,0,0,Central Coast Mariners,N,2.3,3.23,2.9,9,27-Sep-09,16:00
994,2009,Gold Coast,2,3,Melbourne Victory,N,2.21,3.24,3.04,9,26-Sep-09,19:30
995,2009,Newcastle Jets,0,1,Perth Glory,N,2.48,3.22,2.66,9,25-Sep-09,20:00
996,2009,Brisbane Roar,2,4,Perth Glory,N,1.93,3.25,3.62,9,20-Sep-09,17:00
997,2009,Sydney FC,2,1,Newcastle Jets,N,1.79,3.34,4.15,9,20-Sep-09,15:00
998,2009,Wellington Phoenix,1,1,North Queensland,N,2.02,3.25,3.39,9,20-Sep-09,15:00
999,2009,Central Coast Mariners,3,0,Gold Coast,N,2.96,3.2,2.24,9,19-Sep-09,19:30
1000,2009,Adelaide Utd,0,2,Melbourne Victory,N,2.38,3.18,2.83,9,18-Sep-09,19:30
1001,2009,Perth Glory,2,2,Gold Coast,N,3.02,3.2,2.22,8,13-Sep-09,15:00
1002,2009,Melbourne Victory,1,1,Wellington Phoenix,N,1.62,3.55,5.18,9,13-Sep-09,15:00
1003,2009,Sydney FC,0,1,North Queensland,N,1.43,4.03,6.98,9,12-Sep-09,19:30
1004,2009,Newcastle Jets,0,3,Brisbane Roar,N,2.22,3.19,3.06,9,12-Sep-09,17:30
1005,2009,Adelaide Utd,1,0,Central Coast Mariners,N,2.23,3.23,3.01,9,11-Sep-09,19:30
1006,2009,North Queensland,1,1,Brisbane Roar,N,3.42,3.29,2.02,8,05-Sep-09,19:00
1007,2009,Gold Coast,2,1,Sydney FC,N,2.19,3.26,3.03,8,05-Sep-09,17:00
1008,2009,Central Coast Mariners,2,1,Perth Glory,N,2.31,3.27,2.83,9,04-Sep-09,20:00
1009,2009,Wellington Phoenix,1,1,Adelaide Utd,N,2.36,3.2,2.8,9,04-Sep-09,19:30
1010,2009,Melbourne Victory,1,1,Newcastle Jets,N,1.79,3.46,4.16,9,03-Sep-09,19:30
1011,2009,Sydney FC,2,0,Wellington Phoenix,N,1.65,3.52,4.93,9,30-Aug-09,17:00
1012,2009,Newcastle Jets,1,0,Gold Coast,N,4.02,3.47,1.8,8,30-Aug-09,15:00
1013,2009,Brisbane Roar,1,0,Central Coast Mariners,N,2.2,3.26,3.05,9,29-Aug-09,15:00
1014,2009,Perth Glory,2,1,Melbourne Victory,N,2.66,3.21,2.47,9,28-Aug-09,20:00
1015,2009,Adelaide Utd,3,3,North Queensland,N,1.49,3.83,6.2,9,28-Aug-09,19:30
1016,2009,Perth Glory,2,0,Newcastle Jets,N,2.15,3.22,3.17,9,23-Aug-09,15:00
1017,2009,Brisbane Roar,1,1,Wellington Phoenix,N,1.7,3.5,4.62,9,23-Aug-09,15:00
1018,2009,North Queensland,0,1,Melbourne Victory,N,4.35,3.37,1.78,8,22-Aug-09,17:00
1019,2009,Central Coast Mariners,0,0,Sydney FC,N,2.67,3.17,2.49,9,22-Aug-09,15:00
1020,2009,Adelaide Utd,0,2,Gold Coast,N,2.61,3.2,2.53,8,21-Aug-09,19:30
1021,2009,Sydney FC,1,0,Adelaide Utd,N,1.99,3.28,3.5,9,16-Aug-09,17:00
1022,2009,Wellington Phoenix,2,1,Perth Glory,N,2.4,3.2,2.77,9,16-Aug-09,17:00
1023,2009,Melbourne Victory,3,3,Brisbane Roar,N,2.01,3.31,3.36,7,15-Aug-09,19:30
1024,2009,Gold Coast,5,0,North Queensland,N,1.51,3.63,6.07,7,15-Aug-09,17:30
1025,2009,Central Coast Mariners,1,1,Newcastle Jets,N,1.96,3.3,3.58,9,14-Aug-09,20:00
1026,2009,Newcastle Jets,3,2,Wellington Phoenix,N,2,3.3,3.54,9,09-Aug-09,15:00
1027,2009,Brisbane Roar,1,3,Gold Coast,N,2.27,3.28,2.87,8,08-Aug-09,19:30
1028,2009,North Queensland,2,3,Sydney FC,N,3.52,3.23,2.02,9,08-Aug-09,17:30
1029,2009,Adelaide Utd,1,0,Perth Glory,N,1.89,3.35,3.79,9,07-Aug-09,20:00
1030,2009,Melbourne Victory,0,2,Central Coast Mariners,N,1.58,3.66,5.45,9,06-Aug-09,19:30
1031,2009,Melbourne Victory,1,0,Adelaide Utd,Y,1.67,3.49,5,8,28-Feb-09,19:30
