number,trade_name,address,council,date_of_offence,offence_code,nature,penalty,party_served,date_served,issuer
3120490515,MERIT BUFFET FAMILY RESTAURANT,364-376 LIVERPOOL ROAD ASHFIELD 2131,Ashfield,10-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - hot water,$880 ,MERIT CATERING PTY LTD,12-05-16,Ashfield Council
3161223295,MERIVAL,330 GEORGE STREET Sydney 2000,Sydney,22-10-16,11331 - Supply food not of nature required by purchaser - Corporation,Sale of food that is not of the nature or substance demanded by the purchaser - gluten,"$1,540 ",HEMMES TRADING PTY LTD,08-02-17,NSW Food Authority
3120775516,MERRYLANDS TOP QUALITY MEATS,182 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,18-11-15,11340 - Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain preservative (sulphur dioxide) that exceeds permitted level - Thick sausages,$440 ,"MAHMOUD, MAHMOUD",23-02-16,NSW Food Authority
3120775525,MERRYLANDS TOP QUALITY MEATS,182 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,18-11-15,11340 - Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain preservative (sulphur dioxide) that exceeds permitted level - Chicken sausages,$440 ,"MAHMOUD, MAHMOUD",23-02-16,NSW Food Authority
3120775507,MERRYLANDS TOP QUALITY MEATS,182 MERRYLANDS ROAD MERRYLANDS 2160,Holroyd,18-11-15,11340 - Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain preservative (sulphur dioxide) that exceeds permitted level - Thin sausages,$440 ,"MAYMOUD, MAHMOUD",23-02-16,NSW Food Authority
3108165464,METRO PETROLEUM BLACKTOWN WEST,69 RICHMOND ROAD BLACKTOWN 2148,Blacktown,05-12-16,11323 - Sell food that is unsuitable - Corporation,Sale of food past its use-by date - previous warning given,"$1,320 ",ORUE AUSTRALIA PTY LTD,08-12-16,Blacktown City Council
3106042610,METROPOLE GUEST HOUSE,11-15 GANG GANG STREET KATOOMBA 2780,Blue Mountains,20-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning issued,$880 ,METROPOLE KATOOMBA PTY LTD,22-12-16,Blue Mountains City Council
3107291312,MEZES RESTAURANT,"SHOP 36, 70 THE GRAND PARADE BRIGHTON-LE-SANDS 2216",Bayside,14-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,SANTORINI CATERING PTY LTD,18-11-16,Rockdale City Council
3120775910,MICHAEL'S BUTCHERY,37 IRRIGATION ROAD MERRYLANDS WEST 2160,Holroyd,18-03-16,11340 - Sell food that fails to comply with the Food Standards Code - Individual,Sale of food found to contain preservative (sulphur dioxide) that exceeds permitted level,$440 ,"FINIANOS, MICHAEL",09-05-16,NSW Food Authority
3048195260,MICHELE'S PATISSERIE CESSNOCK,"KIOSK 1, CESSNOCK CITY CENTRE, NORTH AVENUE CESSNOCK 2325",Cessnock,31-05-16,23085 - Not appoint food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises,$660 ,ACT TOGETHER PTY LTD,31-05-16,Cessnock City Council
3048195307,MICHEL'S PATISSERIE,1 NORTH AVENUE CESSNOCK 2325,Cessnock,27-06-16,11359 - Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,"$1,540 ",ACT TOGETHER PTY LTD,27-06-16,Cessnock City Council
3108160853,MICHEL'S PATISSERIE,2 SENTRY DRIVE STANHOPE GARDENS 2768,Blacktown,19-05-16,23085 - Not appoint food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises - previous warning given,$660 ,RYMER PTY LTD,20-05-16,Blacktown City Council
3135491426,MIDNIGHT PIZZA,"SHOP 2, 3-7 KINGSWAY CRONULLA 2230",Sutherland,15-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,MIDNIGHT CRONULLA PTY LTD,16-12-16,Sutherland Shire Council
3135491435,MIDNIGHT PIZZA,"SHOP 2, 3-7 KINGSWAY CRONULLA 2230",Sutherland,15-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$880 ,MIDNIGHT PIZZA PTY LTD,16-12-16,Sutherland Shire Council
3107063659,MIKES 4 COFFEE,108 BARKER STREET CASINO 2470,Richmond Valley,05-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"WEAVER, MICHAEL FRANCIS",05-05-16,Richmond Valley Council
7250535170,MILANO FOOD BAR,14 BAYSWATER ROAD POTTS POINT 2011,Sydney,22-09-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control,$440 ,"GUVEN, MEHMET",04-10-16,City of Sydney Council
7250535344,MILLIORE RESTAURANT,"SHOP G10, 730-742 GEROGE STREET HAYMARKET 2000",Sydney,25-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warning given,$880 ,J HANJAN PTY LTD,30-11-16,City of Sydney Council
3131612909,MINH HUNG HOT BREAD,"SHOP 9, 10-12 HUGHES STREET CABRAMATTA 2166",Fairfield,31-10-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control,$440 ,"PHAM, ANDREW MINH LUAN",15-11-16,Fairfield City Council
3131612918,MINH HUNG HOT BREAD,"SHOP 9, 10-12 HUGHES STREET CABRAMATTA 2166",Fairfield,31-10-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"PHAM, ANDREW MINH LUAN",15-11-16,Fairfield City Council
3131612927,MINH HUNG HOT BREAD,"SHOP 9, 10-12 HUGHES STREET CABRAMATTA 2166",Fairfield,31-10-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination,$440 ,"PHAM, ANDREW MINH LUAN",15-11-16,Fairfield City Council
3090276200,MINO JAPANESE RESTAURANT,521 MILITARY ROAD MOSMAN 2088,Mosman,15-03-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"HONDA, YOSHIDA",06-04-16,Mosman Municipal Council
3090276210,MINO JAPANESE RESTAURANT,521 MILITARY ROAD MOSMAN 2088,Mosman,15-03-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises,$440 ,"HONDA, YOSHIDA",06-04-16,Mosman Municipal Council
3090276229,MINO JAPANESE RESTAURANT,521 MILITARY ROAD MOSMAN 2088,Mosman,15-03-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$440 ,"HONDA, YOSHIDA",06-04-16,Mosman Municipal Council
3120775900,MIRANDA CHICKENS,SHOP 1172 WESTFIELD MIRANDA 600 KINGSWAY MIRANDA 2228,Sutherland,19-04-16,11369 - Handle sell food so as to contravene the food safety scheme - Corporation,Fail to display potentially hazardous food under temperature control - previous warnings given,"$1,320 ",TRGD INVESTMENTS PTY LTD,09-05-16,NSW Food Authority
3049388770,MIRCHI HURSTVILLE - INDIAN AND NEPALESE RESTAURANT,"SHOP 474, 3 CROSS STREET HURSTVILLE 2220",Georges River,08-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,SHUBHADIP PTY LTD,08-09-16,Hurstville City Council
3049388789,MIRCHI HURSTVILLE - INDIAN AND NEPALESE RESTAURANT,"SHOP 474, 3 CROSS STREET HURSTVILLE 2220",Georges River,08-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,SHUBHADIP PTY LTD,08-09-16,Hurstville City Council
3049388587,MISS SAIGON,185C FOREST ROAD HURSTVILLE 2220,Hurstville,27-04-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",$440 ,"PHUONG, MAI",28-04-16,Hurstville City Council
3107542067,MITHAI JUNCTION,52 SARSFIELD STREET BLACKTOWN 2148,Blacktown,19-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,$880 ,MITHAI JUNCTION PTY LTD,21-07-16,Blacktown City Council
3120838582,MIVANO KEBABS (SIMPLY KEBABLICIOUS),"SHOP 28, 11-23 THE BOULEVARDE STRATHFIELD 2135",Strathfield,16-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control,$440 ,"OZEL, NURAN",18-11-16,Strathfield Municipal Council
3120838591,MIVANO KEBABS (SIMPLY KEBABLICIOUS),"SHOP 28, 11-23 THE BOULEVARDE STRATHFIELD 2135",Strathfield,16-11-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when engaging in any food handling operation, take all practicable measures to prevent unnecessary contact with ready-to-eat food",$440 ,"OZEL, NURAN",18-11-16,Strathfield Municipal Council
3036575080,MONKEY KING,338 PACIFIC HIGHWAY LINDFIELD 2070,Ku-Ring-Gai,15-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,$880 ,TOPTIMIZ LINDFIELD PTY LTD,16-11-16,Ku-ring-gai Council
3153632011,MOSMAN NEWSBREAK CAFE,41B SPOFFORTH STREET MOSMAN 2088,Mosman,25-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"ENGINEER, BERGIZ",04-11-16,Mosman Municipal Council
3153638034,MOSMAN NEWSBREAK CAFE,41B SPOFFORTH STREET MOSMAN 2088,Mosman,25-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,$440 ,"ENGINEER, BERGIZ",28-10-16,Mosman Municipal Council
3153638043,MOSMAN NEWSBREAK CAFE,41B SPOFFORTH STREET MOSMAN 2088,Mosman,25-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"ENGINEER, BERGIZ",28-10-16,Mosman Municipal Council
3106042538,MOUNTAIN RIDGES CAFE,40 KATOOMBA STREET KATOOMBA 2780,Blue Mountains,12-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,$880 ,MOUNTAINS RIVER ENTERPRISES PTY LTD,10-02-16,Blue Mountains City Council
3106042556,MOUNTAIN RIDGES CAFE,40 KATOOMBA STREET KATOOMBA 2780,Blue Mountains,12-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,$880 ,MOUNTAINS RIVER ENTERPRISES PTY LTD,29-06-16,Blue Mountains City Council
3141247167,MR Q'S RESTAURANT,395 PARRAMATTA ROAD LEICHHARDT 2040,Inner West,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,QIAN TRADING PTY LTD,20-06-16,Leichhardt Municipal Council
3141247176,MR Q'S RESTAURANT,395 PARRAMATTA ROAD LEICHHARDT 2040,Inner West,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,$880 ,QIAN TRADING PTY LTD,20-06-16,Leichhardt Municipal Council
3141247185,MR Q'S RESTAURANT,395 PARRAMATTA ROAD LEICHHARDT 2040,Inner West,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,QIAN TRADING PTY LTD,20-06-16,Leichhardt Municipal Council
3139660188,MR TAN,1/438-448 ANZAC PARADE KINGSFORD 2032,Randwick,25-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,MR TAN PTY LTD,08-08-16,Randwick City Council
3120571713,MUFFIN BREAK,200 GILCHRIST DRIVE CAMPBELLTOWN 2560,Campbelltown,07-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warning given,$880 ,ALCON PTY LTD,25-10-16,Campbelltown City Council
3017033755,MUFFIN BREAK,"KIOSK 2, BREESE PARADE FORSTER 2428",Mid-Coast,16-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap - previous warnings given,$880 ,RANDHAWA AUSTRALIA PTY LTD,17-11-16,MidCoast Council
3017033764,MUFFIN BREAK,"KIOSK 2, BREESE PARADE FORSTER 2428",Mid-Coast,16-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warnings given,$880 ,RANDHAWA AUSTRALIA PTY LTD,17-11-16,MidCoast Council
3013509465,MULTISNACK & SWEETS,2/5 WELD STREET PRESTONS 2170,Liverpool,05-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,MULTI SNACKS AND SWEETS PTY LTD,14-11-16,NSW Food Authority
3013509474,MULTISNACK & SWEETS,2/5 WELD STREET PRESTONS 2170,Liverpool,05-10-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,MULTI SNACKS AND SWEETS PTY LTD,14-11-16,NSW Food Authority
3013509483,MULTISNACK & SWEETS,2/5 WELD STREET PRESTONS 2170,Liverpool,05-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,MULTI SNACKS AND SWEETS PTY LTD,14-11-16,NSW Food Authority
3120571731,MUSTANG SPUR,"SHOP 37-38, 200 GILCHRIST DRIVE CAMPBELLTOWN 2560",Campbelltown,25-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date,$880 ,GRUB JOINT PTY LTD,26-10-16,Campbelltown City Council
3120777469,MY BUTCHERY HALAL,90 CARTWRIGHT AVENUE MILLER 2168,Liverpool,18-07-16,11341 - Sell food that fails to comply with the Food Standards Code - Corporation,Sale of food found to contain illegal preservative (sulphur dioxide) - beef mince,$880 ,GIENAH INVESTMENT PTY LTD,27-10-16,NSW Food Authority
3120777487,MY BUTCHERY HALAL,90 CARTWRIGHT AVENUE MILLER 2168,Liverpool,18-07-16,11343 - Sell food packaged/labelled contravening Food Standards Code - Corporation,"Sale of food labelled in contravention to Food Standards Code - ""Lamb mince"" contained sheep and cow mince",$880 ,GIENAH INVESTMENTS PTY LTD,27-10-16,NSW Food Authority
3087894022,MY KEBAB,"SHOP FC6, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,12-02-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,ELA OZBAY HOLDINGS PTY LTD,23-02-16,Burwood Council
3087894031,MY KEBAB,"SHOP FC6, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,12-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,ELA OZBAY HOLDINGS PTY LTD,23-02-16,Burwood Council
3087963084,MY KEBAB,"SHOP FC 6, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,ELA OZBAY HOLDINGS PTY LTD,03-05-16,Burwood Council
3087963093,MY KEBAB,"SHOP FC 6, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warning given",$880 ,ELA OZBAY HOLDINGS PTY LTD,03-05-16,Burwood Council
3087963057,MY SEASON'S CHINESE KITCHEN,"SHOP FC1, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,22-04-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warning given,$440 ,"YI, SITU",03-05-16,Burwood Council
3087963066,MY SEASON'S CHINESE KITCHEN,"SHOP FC1, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,22-04-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",$440 ,"YI, SITU",03-05-16,Burwood Council
3087963075,MY SEASON'S CHINESE KITCHEN,"SHOP FC1, 98A-114 BURWOOD ROAD BURWOOD 2134",Burwood,22-04-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination,$440 ,"YI, SITU",03-05-16,Burwood Council
7671714362,NAKED TREATIES (FOOD STALL),54 JONES ROAD WOOYUNG 2483,Byron,24-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food labelled in contravention to Food Standards Code - previous warning given,$880 ,NAKED TREATIES RAWGANICS PTY LTD,14-09-16,Byron Shire Council
3123940739,NANDOS,"SHOP P48, 101-103 MILLER STREET NORTH SYDNEY 2060",North Sydney,19-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,NANDOS AUSTRALIA PTY LTD,11-01-17,North Sydney City Council
3123940748,NANDOS,"SHOP P48, 101-103 MILLER STREET NORTH SYDNEY 2060",North Sydney,19-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,$880 ,NANDOS AUSTRALIA PTY LTD,11-01-17,North Sydney City Council
3043873700,NANDO'S,SHOP 1 / 13A MONTGOMERY STREET KOGARAH 2217,Kogarah,14-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,NANDO'S AUSTRALIA PTY LTD,15-03-16,Kogarah City Council
3108419005,NATURALLY EAT FALAFEL,401 GARDENERS ROAD ROSEBERY 2018,Botany Bay,10-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,JCA GLOBAL PTY LTD,--,Botany Bay City Council
3108419014,NATURALLY EAT FALAFEL,401 GARDENERS RD ROSEBERY 2018,Botany Bay,10-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,JCA GLOBAL PTY LTD,--,Botany Bay City Council
7250539973,NATURALLY FALAFEL,116 LANG ROAD MOORE PARK 2021,Sydney,20-04-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,$440 ,"COOREY, JOSLINE",22-04-16,City of Sydney Council
3120571549,NEW FLOWER DRUM CHINESE RESTAURANT,274 QUEEN STREET CAMPBELLTOWN 2560,Campbelltown,13-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,CZC TRADING PTY LTD,22-07-16,Campbelltown City Council
3120571677,NEW FLOWER DRUM CHINESE RESTAURANT,274 QUEEN STREET CAMPBELLTOWN 2560,Campbelltown,06-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,CZC TRADING PTY LTD,25-10-16,Campbelltown City Council
3120571686,NEW FLOWER DRUM CHINESE RESTAURANT,274 QUEEN STREET CAMPBELLTOWN 2560,Campbelltown,06-10-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,CZC TRADING PTY LTD,25-10-16,Campbelltown City Council
3120571530,NEW FLOWERDRUM CHINESE RESTAURANT,274 QUEEN STREET CAMPBELLTOWN 2560,Campbelltown,13-07-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,CZC TRADING PTY LTD,22-07-16,Campbelltown City Council
3124716412,NEW INDIA TIMES,180 ENMORE ROAD ENMORE 2204,Marrickville,10-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,KAZI AND SONS PTY LTD,18-05-16,Marrickville Municipal Council
3108160799,NEW LAE WAH CHINESE RESTAURANT,15 MARKET STREET RIVERSTONE 2765,Blacktown,27-04-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain easily accessible hand washing facilities on the food premises - access blocked by boxes and equipment, previous warning given",$440 ,"HUANG, XING JIANG",02-05-16,Blacktown City Council
3141247423,NEW STAR TAKEAWAY,10/269-271 DARLING STREET BALMAIN 2041,Inner West,05-08-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warning given,$440 ,"NGUYEN, VAN DAI",08-08-16,Leichhardt Municipal Council
7250541825,NEW YORK METRO CAFE,453 GEORGE STREET SYDNEY 2000,Sydney,08-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,AIHPOS INVESTMENTS PTY LTD,13-09-16,City of Sydney Council
7250541834,NEW YORK METRO CAFE,453 GEORGE STREET SYDNEY 2000,Sydney,08-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,$880 ,AIHPOS INVESTMENTS PTY LTD,13-09-16,City of Sydney Council
7250538745,NEWTOWN THAI,177 KING STREET NEWTOWN 2042,Sydney,22-02-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain the food premises and all fixtures, fittings and equipment to the required standard of cleanliness",$440 ,"NETRAPRAJAG, CHANACHAGA",24-02-16,City of Sydney Council
7250538754,NEWTOWN THAI,177 KING STREET NEWTOWN 2042,Sydney,22-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,$440 ,"NETRAPRAJAG, CHANACHAGA",24-02-16,City of Sydney Council
7250538763,NEWTOWN THAI,177 KING STREET NEWTOWN 2042,Sydney,22-02-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control,$440 ,"NETRAPRAJAG, CHANACHAGA",24-02-16,City of Sydney Council
3120639437,NHA TRANG SEAFOOD SPECIALTY,330 CHAPEL ROAD BANKSTOWN 2200,Canterbury-Bankstown,09-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"NGUYEN, LUONG",15-11-16,Canterbury-Bankstown Council
7250535097,NICKS TILL MIDNIGHT,43-45 CHARLES STREET WOOLLOOMOOLOO 2011,Sydney,09-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date,$880 ,RYZH BROTHERS PTY LTD,10-08-16,City of Sydney Council
7250534812,NO NAME RESTAURANT,81 STANLET STREET DARLINGHURST 2010,Sydney,27-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to cool potentially hazardous food within the required timeframe - previous warning given,$880 ,NO NAME RESTAURANTS PTY LTD,02-05-16,City of Sydney Council
3050556484,NO TRADING NAME,BULLOCKS FLAT CAR PARK KOSCIUSZKO NATIONAL PARK 2627,Kosciuszko,03-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to wash hands whenever hands are likely to be a source of contamination of food,$440 ,"KULCSAR, KRISZTIAN",14-12-16,Office of Environment and Heritage (NPWS)
7678289181,NO.1 NOODLE HOUSE DEE WHY,5/874 PITTWATER ROAD DEE WHY 2099,Northern Beaches,29-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,BOLO GROUP PTY LTD,01-06-16,Warringah Council
7678289190,NO.1 NOODLE HOUSE DEE WHY,5/874 PITTWATER ROAD DEE WHY 2099,Northern Beaches,29-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,BOLO GROUP PTY LTD,01-06-16,Warringah Council
3043873672,NOODLE CART,"SHOP 16, 225H FOREST ROAD HURSTVILLE 2220",Kogarah,10-02-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests, previous warnings given",$880 ,W & R W PTY LTD,11-02-16,Kogarah City Council
3120333150,NOODLE HUT STANHOPE,2 SENTRY DRIVE STANHOPE GARDENS 2768,Blacktown,11-01-17,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,$880 ,MALISON PTY LTD,17-01-17,Blacktown City Council
3120660676,NOODLE NOODLES,321 ANZAC PARADE KINGSFORD 2032,Randwick,19-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,NOODLE NODDLES PTY LTD,09-02-16,Randwick City Council
3120660685,NOODLE NOODLES,321 ANZAC PARADE KINGSFORD 2032,Randwick,19-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,NOODLE NOODLES PTY LTD,09-02-16,Randwick City Council
3120660740,NOODLE NOODLES,321 ANZAC PARADE KINGSFORD 2032,Randwick,12-04-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$880 ,NOODLE NOODLES PTY LTD,29-04-16,Randwick City Council
3120571695,NOODLE PARADISE,"SHOP 80, 60 HAROLD STREET MACQUARIE FIELDS 2564",Campbelltown,04-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,LIU'S GOURMET KITCHENS AUST PTY LTD,25-10-16,Campbelltown City Council
3120571704,NOODLE PARADISE,"SHOP 80, 60 HAROLD STREET MACQUARIE FIELDS 2564",Campbelltown,04-10-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,$880 ,LIU'S GOURMET KITCHENS AUST PTY LTD,25-10-16,Campbelltown City Council
3107063695,NORTH CASINO MINI MART,99 QUEENSLAND ROAD CASINO 2470,Richmond Valley,30-06-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,$440 ,"WILKINSON, SIMON",04-07-16,Richmond Valley Council
3136844444,NORTH EAST KITCHEN,"FOOD STALL, CHATSWOOD MALL MARKET VICTORIA AVENUE CHATSWOOD 2067",Willoughby,10-11-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",$440 ,"PAN, HAIFENG",14-11-16,Willoughby City Council
3136844453,NORTH EAST KITCHEN,"FOOD STALL, CHATSWOOD MALL MARKET VICTORIA AVENUE CHATSWOOD 2067",Willoughby,10-11-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control,$440 ,"PAN, HAIFENG",14-11-16,Willoughby City Council
3135435189,NOSTIMO DELI CAFE,"SHOP 2,  94 KIORA ROAD MIRANDA 2228",Sutherland,18-04-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,$440 ,"ZHANG, SHAOYANG",20-04-16,Sutherland Shire Council
