number,trade_name,address,council,date_of_offence,offence_code,nature,penalty,party_served,date_served,issuer
3120776542,EMPERORS GARDEN,80 WENTWORTH PARK ROAD GLEBE 2037,Sydney,05-01-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to ensure floors are able to be easily and effectively cleaned and unable to absorb grease, food particles and water.",$880 ,EMPERORS GARDEN PTY LTD,15-04-16,NSW Food Authority
7250542860,EMPERORS GARDEN CAKES AND BAKERY,100 HAY STREET HAYMARKET 2000,Sydney,20-02-17,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,EMPEROR'S GARDEN RESTAURANT PTY LTD,24-02-17,City of Sydney Council
3139659830,ENJOY YOUR TIME,7/424-432 GEORGES RIVER ROAD MAROUBRA 2133,Randwick,29-01-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,D S AND M PTY LTD,01-03-16,Randwick City Council
3108165280,ESPRESSO WARRIORS,"SHOP 143, 49 NORTH PARADE MOUNT DRUITT 2770",Blacktown,06-10-16,23091 - Not keep and produce for inspection copy of food safety supervisor certificate - Corporation,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - previous warning given,$660 ,JCP PARTNERS PTY LTD,18-11-16,Blacktown City Council
3149263013,EUROTASTE'S GRILL,"SHOP 205, 462 CHAPEL ROAD BANKSTOWN 2200",Canterbury-Bankstown,06-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,EUROTASTE CAFE PTY LTD,12-12-16,Canterbury-Bankstown Council
3149263022,EUROTASTE'S GRILL,"SHOP 205, 462 CHAPEL ROAD BANKSTOWN 2200",Canterbury-Bankstown,06-12-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,EUROTASTE CAFE PTY LTD,12-12-16,Canterbury-Bankstown Council
3087894930,EVENT CINEMA,"WESTFIELD SHOPPING CENTRE, 98-114 BURWOOD ROAD BURWOOD 2134",Burwood,18-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,THE GREATER UNION ORGANISATION PTY LTD,08-04-16,Burwood Council
3108515466,EVENT CINEMA HORNSBY,236 PACIFIC HIGHWAY HORNSBY 2077,Hornsby,14-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warning given,$880 ,VILLAGE CINEMAS AUSTRALIA PTY LTD,20-12-16,Hornsby Shire Council
3088056786,EVENT CINEMAS,98A-114 BURWOOD ROAD BURWOOD 2134,Burwood,23-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning issued,$880 ,THE GREATER UNION ORGANISATION PTY LTD,09-09-16,Burwood Council
3088056795,EVENT CINEMAS,98A-114 BURWOOD ROAD BURWOOD 2134,Burwood,23-08-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests, previous warning given",$880 ,THE GREATER UNION ORGANISATION PTY LTD,09-09-16,Burwood Council
3161223111,EZYMART,22 CAMPBELL PARADE BONDI BEACH  2026,Waverley,21-09-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to provide, to the reasonable satisfation of an authorised officer upon request, the name and business address in Australia of the importer",$880 ,CARREFOUR EXPRESS PTY LTD,12-12-16,NSW Food Authority
3120776102,FAI CHU NOODLE MANUFACTURER,41B PLANTHURST ROAD CARLTON 2218,Kogarah,03-03-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$440 ,"CHU, CHUN FAI",04-04-16,NSW Food Authority
3120776111,FAI CHU NOODLE MANUFACTURER,41B PLANTHURST ROAD CARLTON 2218,Kogarah,03-03-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$440 ,"CHU, CHUN FAI",04-04-16,NSW Food Authority
3120776120,FAI CHU NOODLE MANUFACTURER,41B PLANTURST ROAD CARLTON 2218,Kogarah,03-03-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$440 ,"CHU, CHUN FAI",04-04-16,NSW Food Authority
3120776130,FAI CHU NOODLE MANUFACTURER,41B PLANTHURST ROAD CARLTON 2218,Kogarah,03-03-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",$440 ,"CHU, CHUN FAI",04-04-16,NSW Food Authority
3120776149,FAI CHU NOODLE MANUFACTURER,41B PLANTHURST ROAD CARLTON 2218,Kogarah,03-03-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"CHU, CHUN FAI",04-04-16,NSW Food Authority
3120776158,FAI CHU NOODLE MANUFACTURER,418 PLANTHURST ROAD CARLTON 2218,Kogarah,03-03-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warning given,$440 ,"CHU, CHUN FAI",04-04-16,NSW Food Authority
3108420004,FAMILY NEEDS SUPERMARKET,19A EVANS AVENUE EASTLAKES 2018,Botany Bay,18-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,$880 ,FAMILY NEEDS  PTY LTD,--,Botany Bay City Council
3108418024,FAMILY NEEDS SUPERMARKET,19A EVANS AVENUE EASTLAKES 2018,Botany Bay,03-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,FAMILY NEEDS PTY LTD,16-06-16,Botany Bay City Council
3108418033,FAMILY NEEDS SUPERMARKET,19A EVANS AVENUE EASTLAKES 2018,Botany Bay,03-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to effectively supervise unpackaged ready-to-eat food on display,$880 ,FAMILY NEEDS PTY LTD,16-06-16,Botany Bay City Council
3108418042,FAMILY NEEDS SUPERMARKET,19A EVANS AVENUE EASTLAKES 2018,Botany Bay,03-06-16,11323 - Sell food that is unsuitable - Corporation,Sale of unsuitable food,"$1,320 ",FAMILY NEEDS PTY LTD,16-06-16,Botany Bay City Council
3108418051,FAMILY NEEDS SUPERMARKET,19A EVANS AVE EASTLAKES 2018,Botany Bay,03-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,FAMILY NEEDS PTY LTD,16-06-16,Botany Bay City Council
3108419041,FAMILY NEEDS SUPERMARKET,LOT 41/19A EVANS AVENUE EASTLAKES 2018,Botany Bay,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure the design and construction of the food premises is appropriate for the activities for which the premises are used,$880 ,FAMILY NEEDS PTY LTD,--,Botany Bay City Council
3108419050,FAMILY NEEDS SUPERMARKET,LOT 41/19A EVANS AVENUE EASTLAKES 2018,Botany Bay,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,$880 ,FAMILY NEEDS PTY LTD,--,Botany Bay City Council
3108419060,FAMILY NEEDS SUPERMARKET,LOT 41/19A EVANS AVENUE EASTLAKES 2018,Botany Bay,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to ensure it only accepts food that is protected from the likelihood of contamination,$880 ,FAMILY NEEDS PTY LTD,--,Botany Bay City Council
3108419079,FAMILY NEEDS SUPERMARKET,LOT 41/19A EVANS AVENUE EASTLAKES 2018,Botany Bay,20-06-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests, previous warning given",$880 ,FAMILY NEEDS PTY LTD,--,Botany Bay City Council
7250535207,FATMANS CAFE,256 CROWN STREET DARLINGHURST 2010,Sydney,26-10-16,23085 - Not appoint food safety supervisor for premises - Corporation,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - previous warning given,$660 ,AHLUWALIA GROUP PTY LTD,26-10-16,City of Sydney Council
3120777321,FEATHER AND BONE PTY LTD,"UNIT 8, 10-14 LILLIAN FOWLER PLACE MARRICKVILLE 2204",Inner West,30-06-16,11369 - Handle sell food so as to contravene the food safety scheme - Corporation,Handle/sell food so as to contravene the Food Safety Scheme - production of RTE meat with visible contamination and mould,"$1,320 ",FEATHER AND BONE PTY LTD,19-08-16,NSW Food Authority
3139660361,FIELD TO FORK (FOOD STALL),99R BROOK STREET COOGEE 2034,Randwick,03-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - warm running water - single use towel,$880 ,FIELD TO FORK PTY LTD,07-10-16,Randwick City Council
3123940243,FIRST SIPZZ CAFE,"SHOP G7, 157 WALKER STREET NORTH SYDNEY 2060",North Sydney,26-05-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,MSPC SUN AND GROUPS PTY LTD,30-05-16,North Sydney City Council
3123940261,FIRST SIPZZ CAFE,75 MILLER STREET NORTH SYDNEY 2060,North Sydney,31-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$880 ,MSPC SUN AND GROUPS PTY LTD,02-06-16,North Sydney City Council
3123940270,FIRST SIPZZ CAFE,75 MILLER STREET NORTH SYDNEY 2060,North Sydney,31-05-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",$880 ,MSPC SUN AND GROUPS PTY LTD,02-06-16,North Sydney City Council
3123940720,FIRST SIPZZ CAFE,"SHOP G7, 157 WALKER STREET NORTH SYDNEY 2060",North Sydney,12-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,MSPC SUN AND GROUPS PTY LTD,16-12-16,North Sydney City Council
3108515127,FISH FEAST,"SHOP 126, 801-809 PENNANT HILLS ROAD CARLINGFORD 2118",Hornsby,02-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,$440 ,"TAO, LIN",03-05-16,Hornsby Shire Council
3108515136,FISH FEAST,"SHOP 126, 801-809 PENNANT HILLS ROAD CARLINGFORD 2118",Hornsby,02-05-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters - previous warning given,$440 ,"TAO, LIN",03-05-16,Hornsby Shire Council
3143200657,FLYING FOX CAFE,2 MONA STREET MONA VALE 2103,Northern Beaches,14-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warnings given,$440 ,"MIN, KOO HONG",22-12-16,Northern Beaches Council
3143200666,FLYING FOX CAFE,2 MONA STREET MONA VALE 2103,Northern Beaches,14-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warnings given,$440 ,"MIN, KOO HONG",22-12-16,Northern Beaches Council
3143200675,FLYING FOX CAFE,2 MONA STREET MONA VALE 2103,Northern Beaches,14-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,$440 ,"MIN, KOO HONG",22-12-16,Northern Beaches Council
3143200684,FLYING FOX CAFE,2 MONA STREET MONA VALE 2103,Northern Beaches,14-12-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",$440 ,"MIN, KOO HONG",22-12-16,Northern Beaches Council
3143200693,FLYING FOX CAFE,2 MONA STREET MONA VALE 2103,Northern Beaches,15-12-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warnings given,$440 ,"MIN, KOO HONG",22-12-16,Northern Beaches Council
3139660307,FOOD DEPOT,530 ANZAC PARADE KINGSFORD 2032,Randwick,14-09-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,FOOD DEPOT PTY LTD,28-09-16,Randwick City Council
3108289939,FOOD WORLD,"SHOP 21, 11-23 THE BOULEVARDE STRATHFIELD 2135",Strathfield,02-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,$880 ,FOOD WORLD STRATHFIELD PTY LTD,17-08-16,Strathfield Municipal Council
3017033773,FOODWORKS NABIAC,"SHOP 4, 1 NABIAC STREET NABIAC 2312",Mid-Coast,02-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date - previous warnings given,$880 ,SANGHA PARTNERS PTY LTD,23-11-16,MidCoast Council
3017033782,FOODWORKS NABIAC,"SHOP 4, 1 NABIAC STREET NABIAC 2312",Mid-Coast,02-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date - previous warnings given,$880 ,SANGHA PARTNERS PTY LTD,23-11-16,MidCoast Council
3017033791,FOODWORKS NABIAC,"SHOP 4, 1 NABIAC STREET NABIAC 2312",Mid-Coast,02-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food past its use-by date - previous warnings given,$880 ,SANGHA PARTNERS PTY LTD,23-11-16,MidCoast Council
3017033800,FOODWORKS NABIAC,"SHOP 4, 1 NABIAC STREET NABIAC 2312",Mid-Coast,02-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warnings given,$880 ,SANGHA PARTNERS PTY LTD,23-11-16,MidCoast Council
7250542310,FOUNDRY,"SHOP 3, 8 HILL STREET SURRY HILLS 2017",Sydney,29-04-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain at or near each hand washing facility a supply of - soap, previous warnings given",$440 ,"ANDERSON, SAM",04-05-16,City of Sydney Council
3013509447,FOURBODY,11 CAMPBELL STREET SINGLETON 2330,Singleton,22-03-16,11341 - Sell food that fails to comply with the Food Standards Code - Corporation,Sale of food that is prohibited by the Food Standards Code - Aprisnak organic raw kernels purchased from www.fourbody.com.au,$880 ,GPSE TRADING PTY LTD,07-06-16,NSW Food Authority
3108515448,FRANKIE'S FOOD FACTORY,609 OLD NORTHERN ROAD GLENHAVEN 2156,Hornsby,06-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters - previous warnings given,$880 ,FRANKY'S CAFE PTY LTD,15-12-16,Hornsby Shire Council
3118621990,FRESH CURRY,370 OXFORD STREET Bondi Junction 2022,Waverley,15-06-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$440 ,"EZAZ, TARIQUL",05-07-16,Waverley Council
3120776771,FRESH CUT AUSTRALIA,23 ANZAC STREET GREENACRE 2190,Canterbury-Bankstown,27-09-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to maintain the food premises to the required standard of cleanliness,"$1,320 ",FRESH CUT AUSTRALIA PTY LTD,28-10-16,NSW Food Authority
3120776780,FRESH CUT AUSTRALIA,25 ANZAC STREET GREENACRE 2190,Canterbury-Bankstown,27-09-16,11373 - Not comply with requirements of food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme,"$1,320 ",FRESH CUT AUSTRALIA PTY LTD,28-10-16,NSW Food Authority
3120777413,FRESH POULTRY PTY LTD,47 GOLD STREET PADSTOW 2211,Canterbury-Bankstown,27-07-16,11321 - Handle food in manner likely to render it unsuitable - Corporation,"Handled food intended for sale in a manner that will render, or is likely to render, the food unsuitable.","$1,320 ",FRESH POULTRY PTY LTD,--,NSW Food Authority
3142268169,FRIENDLY BAKERS,"SHOP 3, 63 HILL ROAD LURNEA 2170",Liverpool,11-04-16,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$440 ,"TU, SANH NGOC",04-05-16,Liverpool City Council
3142268178,FRIENDLY BAKERS,"SHOP 3, 63 HILL ROAD LURNEA 2170",Liverpool,11-04-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control,$440 ,"TU, SANH NGOC",04-05-16,Liverpool City Council
3142268187,FRIENDLY BAKERS,"SHOP 3, 63 HILL ROAD LURNEA 2170",Liverpool,11-04-16,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$440 ,"TU, SANH NGOC",04-05-16,Liverpool City Council
3081950621,FRIENDLY GROCER,22-24 EAST STREET MURRUMBATEMAN 2582,Yass Valley,06-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,$880 ,RAM NARAYAN RAM SERVICE STATION AND SUPERMARKET PTY LTD,13-12-16,Yass Valley Council
7633045586,FRIENDLY GROCER BELFIELD,17-17A BURWOOD ROAD BELFIELD 2191,Canterbury,01-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,WING DA PTY LTD,04-03-16,City of Canterbury Council
3049388540,FRIENDSHIP ORIENTAL SEAFOOD RESTAURANT,477 KING GEORGES ROAD BEVERLY HILLS 2209,Hurstville,30-03-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",$880 ,KWOK MUI PTY LTD,15-04-16,Hurstville City Council
3049388550,FRIENDSHIP ORIENTAL SEAFOOD RESTAURANT,477 KING GEORGES ROAD BEVERLY HILLS 2209,Hurstville,30-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,$880 ,KWOK MUI PTY LTD,15-04-16,Hurstville City Council
3071905239,FUJIYAMA NOODLE BAR,"SHOP 217, 65 ALBERT AVENUE CHATSWOOD 2067",Willoughby,08-03-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",$880 ,GLOBRIDGE AUSTRALIA PTY LTD,04-04-16,Willoughby City Council
3071905248,FUJIYAMA NOODLE BAR,"SHOP 217, 65 ALBERT AVENUE CHATSWOOD 2067",Willoughby,08-03-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises to the required standard of cleanliness - and fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",$880 ,GLOBRIDGE AUSTRALIA PTY LTD,04-04-16,Willoughby City Council
3071905257,FUJIYAMA NOODLE BAR,"SHOP 217, 65 ALBERT AVENUE CHATSWOOD 2067",Willoughby,08-03-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,GLOBRIDGE AUSTRALIA PTY LTD,04-04-16,Willoughby City Council
3161223102,FUSION CRUISES,WHARF AT BOAT BANK STREET PYRMONT 2009,Sydney,19-11-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to thaw potentially hazardous food that is not undergoing a pathogen control step in such a way as to limit the growth of micro-organisms - previous warning given,$880 ,CV CRUISES PTY LTD,02-12-16,NSW Food Authority
3107098400,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3107098419,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain the food premises to the required standard of cleanliness - and unclean fixtures, fittings and equipment",$880 ,THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3107098428,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to ensure hand washing facilities are only used for the washing of hands, arms and face - and no supply of soap or single use towels",$880 ,THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3107098437,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - and fail to store potentially hazards food under temperature control,$880 ,THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3107098446,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain food premises with sufficient lighting,$880 ,THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3107098455,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,$880 ,THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3107098464,GARDEN CAFE RESTAURANT AND PIZZERIA,1427 BOTANY ROAD BOTANY 2019,Botany Bay,19-05-16,11319 - Sell unsafe food - Corporation,Sale of unsafe food,"$1,540 ",THE RAINBOW CAFE AND RESTAURANT PTY LTD,--,Botany Bay City Council
3123940930,GARLIC TEPPANYAKI HOUSE,"SHOP 17, 116 MILITARY ROAD NEUTRAL BAY 2089",North Sydney,09-02-17,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,$440 ,"LAW, CHIU YUN",14-02-17,North Sydney City Council
3108248184,GAS POINT,54C FAIRFIELD ROAD GUILDFORD WEST 2161,Cumberland,07-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,$880 ,GAS POINT GUILDFORD PTY LTD,--,Holroyd City Council
3108248193,GAS POINT,54C FAIRFIELD ROAD GUILDFORD WEST 2161,Cumberland,07-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,$880 ,GAS POINT GUILDFORD PTY LTD,--,Holroyd City Council
3108248202,GAS POINT,54C FAIRFIELD ROAD GUILDFORD WEST 2161,Cumberland,07-12-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,$880 ,GAS POINT GUILDFORD PTY LTD,--,Holroyd City Council
3120775644,GELATO BLISS,"SHOP 5, 46-62 THE HORSLEY DRIVE CARRAMAR 2163",Fairfield,04-02-16,11373 - Not comply with requirements of food safety scheme - Corporation,"Fail to comply with the requirements of a food safety scheme - Fail to conduct product testing, previous warnings given","$1,320 ",DIVINO BLISS PTY LTD,12-04-16,NSW Food Authority
3142268068,GENUINE BROASTER CHICKEN,"SHOP 1-3, 182-184 MACQUARIE STREET LIVERPOOL 2170",Liverpool,01-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,MMIKA PTY LTD,18-02-16,Liverpool City Council
3120660768,GLOBE EAT IN AND TAKE AWAY,SHOP 3/201-203 COOGEE BAY ROAD COOGEE 2034,Randwick,26-04-16,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests, previous warnings given",$880 ,KAREN AND CONG PTY LTD,10-05-16,Randwick City Council
3120660777,GLOBE EAT IN AND TAKE AWAY,SHOP 3/201-203 COOGEE BAY ROAD COOGEE 2034,Randwick,14-04-16,23085 - Not appoint food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises - previous warnings given,$660 ,KAREN AND CONG PTY LTD,10-05-16,Randwick City Council
3107278415,GLORIA JEANS COFFEE,1-1071 T1 INTERNATIONAL TERMINAL SYDNEY INTERNATIONAL AIRPORT 2020,Rockdale,16-02-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - presence of pests,$880 ,DOUBLE SIX BUSINESS PARTNERS PTY LTD,23-02-16,Rockdale City Council
3082082731,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082740,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082750,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082769,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082778,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - soap and single use towels,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082787,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to have adequate facilities for the storage of garbage and recyclable matter,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082796,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082805,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to process only safe and suitable food,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082814,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Sale of food labelled in contravention to Food Standards Code,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
3082082823,GM CAFE DELI,CORNER KEITH SMITH DRIVE AND SEVENTH STREET MASCOT 2020,Botany Bay,30-08-16,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,$880 ,GM CABS PTY LTD,--,Botany Bay City Council
